time,lat,lon,elevation,accuracy,bearing,speed
2015-06-27T18:24:40Z,48.360159,-71.556982,138.128328,6.000000,0.000000,0.000000
2015-06-27T18:25:17Z,48.359937,-71.557233,125.253628,24.000000,341.729156,0.960229
2015-06-27T18:25:53Z,48.360353,-71.556734,171.976768,24.000000,117.674744,0.076125
2015-06-27T18:26:27Z,48.360215,-71.557117,118.755075,6.000000,354.362976,0.519591
2015-06-27T18:27:02Z,48.360122,-71.557105,152.730074,8.000000,233.754303,0.829871
2015-06-27T18:27:36Z,48.359827,-71.557159,111.013043,32.000000,207.575211,0.751364
2015-06-27T18:28:10Z,48.360085,-71.557101,119.253869,8.000000,222.062057,4.159110
2015-06-27T18:28:44Z,48.359996,-71.557209,142.024680,24.000000,85.996727,0.783109
2015-06-27T18:29:17Z,48.359843,-71.557323,126.113675,32.000000,207.456406,1.145726
2015-06-27T18:29:53Z,48.358653,-71.558311,162.928756,48.000000,214.994598,0.646218
2015-06-27T18:30:25Z,48.358468,-71.558466,133.921684,4.000000,215.423599,1.500116
2015-06-27T18:31:03Z,48.358000,-71.558631,148.702224,48.000000,212.329819,1.862546
2015-06-27T18:31:39Z,48.357631,-71.558728,218.203807,48.000000,210.846436,1.587666
2015-06-27T18:32:32Z,48.356876,-71.558538,159.282794,24.000000,173.390259,1.590828
2015-06-27T18:33:08Z,48.356657,-71.558076,132.542686,48.000000,216.416931,0.789834
2015-06-27T18:33:43Z,48.356349,-71.557726,142.645769,32.000000,142.099182,1.296619
2015-06-27T18:34:19Z,48.355975,-71.557561,144.410716,24.000000,143.167358,0.695574
2015-06-27T18:34:55Z,48.355560,-71.557226,157.591996,24.000000,243.613480,0.293911
2015-06-27T18:35:31Z,48.355276,-71.556853,129.865774,16.000000,159.499496,1.444821
2015-06-27T18:36:06Z,48.354848,-71.556848,161.415279,16.000000,120.160744,1.503109
2015-06-27T18:36:42Z,48.354664,-71.556236,148.229995,24.000000,143.319794,0.915435
2015-06-27T18:37:24Z,48.354109,-71.555961,134.905932,16.000000,193.705750,1.562559
2015-06-27T18:38:01Z,48.353804,-71.555528,129.375032,12.000000,128.990265,1.450997
2015-06-27T18:38:37Z,48.353598,-71.554892,146.772739,16.000000,152.329529,3.630653
2015-06-27T18:39:17Z,48.353311,-71.554526,134.719633,32.000000,338.101715,0.144885
2015-06-27T18:39:54Z,48.353133,-71.554543,164.729617,24.000000,170.185745,0.734546
2015-06-27T18:40:26Z,48.352923,-71.554785,126.540744,8.000000,0.000000,1.087488
2015-06-27T18:41:02Z,48.352370,-71.554452,130.727680,24.000000,92.239754,0.454807
2015-06-27T18:41:38Z,48.352611,-71.553660,128.581920,32.000000,46.286602,2.952600
2015-06-27T18:42:22Z,48.352511,-71.553269,103.524529,64.000000,122.418381,1.156234
2015-06-27T18:43:02Z,48.352335,-71.552709,122.525468,24.000000,134.231216,0.524680
2015-06-27T18:43:46Z,48.352034,-71.552225,99.535754,32.000000,134.843887,0.560050
2015-06-27T18:44:18Z,48.351934,-71.551612,145.811935,16.000000,0.000000,0.606301
2015-06-27T18:45:08Z,48.351452,-71.550797,118.930823,32.000000,188.373505,0.927135
2015-06-27T18:45:47Z,48.351343,-71.550223,154.927547,48.000000,227.965805,0.402364
2015-06-27T18:47:02Z,48.351145,-71.550540,75.411796,32.000000,0.213684,0.126390
2015-06-27T18:47:42Z,48.351211,-71.550148,120.735463,8.000000,0.000000,0.000000
2015-06-27T18:48:50Z,48.351121,-71.550114,150.765450,16.000000,110.790863,0.723297
2015-06-27T18:49:28Z,48.351057,-71.549782,179.153843,32.000000,124.483162,0.499555
2015-06-27T18:50:03Z,48.351211,-71.549755,283.849746,32.000000,180.990784,0.292721
2015-06-27T18:50:38Z,48.350994,-71.549794,106.299977,32.000000,274.629150,0.401593
2015-06-27T18:51:16Z,48.350862,-71.549767,127.997283,32.000000,157.381729,1.027085
2015-06-27T18:52:03Z,48.350327,-71.549026,150.019755,16.000000,0.000000,0.000000
2015-06-27T18:52:37Z,48.350737,-71.549414,149.647040,24.000000,306.660095,0.725779
2015-06-27T18:53:20Z,48.350442,-71.549421,179.476051,64.000000,240.668137,0.634968
2015-06-27T18:54:15Z,48.350767,-71.549386,-3.029360,12.000000,92.108902,0.433870
2015-06-27T18:54:52Z,48.350411,-71.549264,98.275699,32.000000,142.423889,0.612723
2015-06-27T18:55:27Z,48.350539,-71.549255,175.916543,32.000000,139.560593,1.077078
2015-06-27T18:55:58Z,48.350000,-71.549045,115.155694,16.000000,0.000000,0.000000
2015-06-27T18:56:36Z,48.349677,-71.548916,130.608080,128.000000,337.574799,0.329098
2015-06-27T18:57:14Z,48.350598,-71.549354,83.044478,8.000000,223.916824,0.292031
2015-06-27T18:57:49Z,48.349216,-71.548081,123.311872,32.000000,171.161453,1.085700
2015-06-27T18:58:25Z,48.348907,-71.547818,170.481959,32.000000,141.208267,1.022337
2015-06-27T18:59:05Z,48.348465,-71.547433,144.699424,32.000000,138.217331,0.814875
2015-06-27T18:59:35Z,48.348290,-71.547056,147.815882,6.000000,0.000000,0.513342
2015-06-27T19:00:12Z,48.348332,-71.546840,201.775101,48.000000,302.590271,0.578933
2015-06-27T19:00:53Z,48.347986,-71.546254,161.554899,8.000000,184.196716,0.235772
2015-06-27T19:01:29Z,48.347843,-71.546059,174.828927,16.000000,77.567230,0.701225
2015-06-27T19:02:05Z,48.347563,-71.545815,143.972494,16.000000,250.334167,0.871971
2015-06-27T19:02:42Z,48.347592,-71.546396,152.723729,16.000000,202.983902,1.752720
2015-06-27T19:03:14Z,48.347527,-71.546808,128.167883,16.000000,0.000000,0.249005
2015-06-27T19:03:50Z,48.347490,-71.547529,174.828877,96.000000,239.040665,0.267381
2015-06-27T19:04:26Z,48.347634,-71.547808,112.074899,96.000000,247.874115,0.730649
